V1,ID,longitude,latitude,x,y,clay,silt,sand,CRFVOL,soC,N,Avail_N,pHiHXO,pHiKCl,FC,WP,AWC,soil_depth
206613,8016087,27.2083333333,64.625,509961.801659834,7166679.0018391,6.13658237851356,25.8308270824842,68.3408295812686,10.6838695273912,141.449047750678,4.45833105952651,69.6044040679932,51.0758671405887,48.7157195855763,298.31810675727,105.450173130742,192.867933626528,200
206614,8016088,27.2916666667,64.625,513946.503667803,7166694.71106983,7.11005341317043,27.6517078305079,65.6013916898365,10.3564429795446,151.619940828686,4.53112992048264,75.1412848955319,51.3552545910039,48.641977704261,294.897702026367,100.958097915649,193.939604110718,200
206615,8016089,27.375,64.625,517931.187011062,7166715.65671615,6.1637682278951,27.2114147345225,67.0155875523885,11.0854216814041,139.124005762736,4.6646013849237,70.6697014702691,50.9293570836385,48.4387750943502,297.169639330232,100.145460493109,197.024178837123,200
206616,8016090,27.4583333333,64.625,521915.846362781,7166741.83878267,5.54353593006607,27.0164311306536,67.7614691868301,11.9759627728423,112.603810838431,3.83017760076021,58.7307386516053,50.4372128888595,47.5173854670249,302.313880358244,100.645922369706,201.667957988538,199.619834710744
206617,8016091,27.5416666667,64.625,525900.476395984,7166773.2572752,6.30235957705285,29.5662116846762,64.506400935906,11.7822070712886,118.150597816656,3.79678429979267,54.931900829739,50.4157229021561,46.961502201301,305.566117103654,100.775983097577,204.790134006077,198.471074380165
206618,8016092,27.625,64.625,529885.071769165,7166809.91220056,6.92918282349904,29.9231646219889,63.5390531857808,11.7228642543157,111.263748518626,3.98068262471093,57.5060083177355,50.5175951639811,46.7144235928853,308.395885213216,100.716124131944,207.679761081272,199.366666666667
206619,8016093,27.7083333333,64.625,533869.627154945,7166851.80356683,6.70603634306222,30.0203975803596,63.654019694683,11.610067982319,119.777294379621,4.15724988616243,62.6611478358139,50.747748635032,46.6424039415092,309.751240944376,104.723125379913,205.028115564463,199.661157024793
206620,8016094,27.7916666667,64.625,537854.137225694,7166898.93138327,6.84178963180416,32.3912199981942,61.1047092469271,12.1513233894159,101.028804621421,4.21815563623722,55.5372555626763,50.5963303431992,45.6308012087483,316.869786776029,110.590213482197,206.279573293832,199.140495867769
206621,8016095,27.875,64.625,541838.596639156,7166951.29566012,6.9462540484657,35.1207303764406,58.2804303445107,12.6648359535154,84.8437663306875,3.81182550623062,51.4113141283577,50.7195531671697,46.1778102591018,321.806653611203,111.635381333371,210.171272277832,199.396694214876
206622,8016096,27.9583333333,64.625,545823.000067099,7167008.89640891,5.85509755214055,34.0031997044881,60.4017657915751,12.9849157969157,88.400599861145,3.94596581355385,53.8967031266954,51.1667478879293,47.7072919845581,315.932236049486,108.935874192611,206.996361856875,199.7
206623,8016097,28.0416666667,64.625,549807.342180941,7167071.73364236,7.07056190553775,36.1207462972846,57.1911813404934,14.1161835252746,71.2588558985182,3.75810689828834,50.8046068262171,51.4042420190228,47.534679948791,324.444917951311,113.301613087557,211.143304863754,196.826446280992
206624,8016098,28.125,64.625,553791.617637375,7167139.80737409,7.46273840360405,36.1417624103136,56.7080147798396,12.7666991840709,78.5869176249859,3.97063318724485,52.9109253353543,51.2342233579021,46.7791377296132,324.456778614791,113.064166904725,211.392611710066,199.694214876033
206625,8016099,28.2083333333,64.625,557775.821107015,7167213.11761909,7.09277818616757,36.4579926798166,56.8021424663954,14.1587735483469,73.788133857664,4.0086977481842,53.1398881040973,51.3477812837963,46.9482644451551,326.343964557258,117.535318257857,208.808646299401,196.917355371901
206626,8016100,28.2916666667,64.625,561759.947260029,7167291.6643935,6.74013564606343,35.3588994081355,58.2103983351022,13.4202739778629,85.2137378661101,3.89077731912786,53.5989051394992,51.1794053700345,46.8787207169966,322.441376842152,112.928933299672,209.51244354248,198.776859504132
